,UID,c0,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12
5890,UID05890,25,0,5,6,10,0,34,8,15,0,19,16,35
5891,UID05891,19,2,3,1,1,0,26,3,27,0,20,9,50
5892,UID05892,136,1,0,0,0,0,7,2,13,0,3,16,5
5893,UID05893,10,20,3,2,0,26,18,2,14,0,51,10,32
5894,UID05894,20,1,20,5,0,0,24,3,53,0,9,28,23
5895,UID05895,14,2,0,1,0,0,32,0,12,0,6,6,72
5896,UID05896,23,1,7,24,1,0,6,5,12,0,11,13,78
5897,UID05897,0,34,82,18,2,4,0,0,1,9,0,7,1
5898,UID05898,69,21,44,21,8,5,3,0,1,0,2,0,2
5899,UID05899,0,23,31,112,11,0,2,0,0,1,0,0,2
5900,UID05900,22,1,4,4,20,0,22,6,13,0,18,15,45
5901,UID05901,0,114,27,59,8,3,1,0,0,8,0,0,5
5902,UID05902,0,13,31,16,11,8,18,2,0,41,0,0,1
5903,UID05903,0,65,30,44,12,3,0,0,1,5,2,0,2
5904,UID05904,15,12,4,4,1,20,27,6,11,0,52,5,22
5905,UID05905,60,24,36,15,8,11,2,0,0,0,2,0,2
5906,UID05906,0,17,32,112,13,1,1,0,0,0,2,0,4
5907,UID05907,26,1,23,3,1,0,19,5,36,0,6,37,27
5908,UID05908,11,14,3,3,0,24,28,6,12,0,64,5,27
5909,UID05909,10,22,3,1,1,20,24,2,19,0,47,11,25
5910,UID05910,0,32,83,26,3,3,1,0,3,4,0,7,0
5911,UID05911,0,94,29,42,14,2,0,0,0,5,0,0,10
5912,UID05912,0,22,30,102,7,0,2,0,0,0,1,0,1
5913,UID05913,22,1,6,11,0,0,7,6,12,0,21,18,81
5914,UID05914,13,12,1,5,1,17,20,9,13,0,50,5,21
5915,UID05915,12,0,2,4,0,0,44,0,38,0,2,5,95
5916,UID05916,0,28,37,114,7,1,1,0,0,1,0,0,2
5917,UID05917,0,42,27,44,40,6,0,0,0,3,2,0,1
5918,UID05918,17,1,5,1,0,0,93,31,3,0,10,3,23
5919,UID05919,13,16,0,4,0,21,23,0,19,0,51,11,32
5920,UID05920,0,82,41,44,6,2,1,0,2,5,0,0,2
5921,UID05921,20,0,7,24,1,0,9,4,17,0,14,19,58
5922,UID05922,23,1,5,2,0,0,99,36,8,0,4,4,22
5923,UID05923,138,2,0,0,0,0,11,0,11,0,6,9,5
5924,UID05924,0,27,87,30,8,0,1,0,0,5,0,6,5
5925,UID05925,0,27,24,122,9,1,1,0,1,0,4,0,2
5926,UID05926,25,2,5,0,1,0,25,2,13,0,12,14,61
5927,UID05927,0,45,25,40,41,6,1,0,0,3,1,0,3
5928,UID05928,66,17,32,13,6,6,0,0,0,0,3,1,3
5929,UID05929,0,33,29,106,4,1,3,0,0,0,0,0,3
5930,UID05930,0,14,30,21,9,4,33,1,1,45,5,0,0
5931,UID05931,0,24,35,111,6,1,2,0,0,0,2,0,0
5932,UID05932,63,27,28,15,10,5,1,0,3,0,4,0,0
5933,UID05933,29,0,6,26,0,0,8,5,11,0,13,19,87
5934,UID05934,25,0,15,3,0,0,21,4,45,0,10,41,21
5935,UID05935,18,0,6,5,0,0,81,31,3,0,9,6,24
5936,UID05936,0,19,26,22,7,5,20,3,0,41,0,0,1
5937,UID05937,0,23,35,106,7,1,1,0,0,0,0,0,6
5938,UID05938,49,22,41,22,16,2,1,0,1,0,1,0,1
5939,UID05939,16,17,7,5,1,14,31,5,6,0,45,8,35
5940,UID05940,14,0,4,4,0,0,89,31,5,0,7,2,23
5941,UID05941,0,59,28,10,12,63,0,0,0,0,5,0,0
5942,UID05942,62,24,34,28,11,8,2,0,0,0,2,0,0
5943,UID05943,137,2,3,0,0,0,18,1,12,0,6,12,5
5944,UID05944,0,45,32,33,54,6,0,0,0,2,4,0,2
5945,UID05945,24,1,7,19,2,0,9,6,8,0,21,10,69
5946,UID05946,26,0,10,5,9,0,23,4,20,0,9,16,40
5947,UID05947,0,125,27,67,5,6,1,0,1,7,2,0,5
5948,UID05948,0,61,34,48,9,2,4,0,1,8,3,1,3
5949,UID05949,24,0,5,21,1,0,10,12,6,0,6,14,73
5950,UID05950,0,134,6,50,0,3,0,0,0,0,0,0,0
5951,UID05951,27,0,22,5,1,0,24,5,55,0,8,46,23
5952,UID05952,0,63,28,41,13,4,2,0,1,13,1,1,3
5953,UID05953,0,36,35,42,46,8,1,0,2,6,1,0,3
5954,UID05954,21,1,5,17,1,0,12,7,18,0,13,11,52
5955,UID05955,20,2,3,3,0,0,22,4,19,0,19,9,43
5956,UID05956,26,1,2,3,0,0,29,4,27,0,19,14,55
5957,UID05957,126,1,0,0,0,0,12,2,9,0,9,13,3
5958,UID05958,63,16,32,17,16,5,3,0,2,0,1,0,4
5959,UID05959,34,2,6,5,12,0,23,10,17,0,15,10,34
5960,UID05960,0,82,31,44,11,2,1,0,1,5,0,0,5
5961,UID05961,0,15,36,18,9,2,17,1,0,55,1,2,0
5962,UID05962,122,2,3,0,0,0,14,1,14,0,6,15,2
5963,UID05963,33,4,3,0,19,0,30,3,17,0,13,17,33
5964,UID05964,23,0,8,7,0,0,66,38,6,0,5,8,29
5965,UID05965,0,82,29,21,4,6,3,0,2,11,2,0,1
5966,UID05966,63,19,27,22,6,7,1,0,0,0,0,0,4
5967,UID05967,18,0,2,2,1,0,28,0,18,0,8,11,79
5968,UID05968,0,60,27,38,40,9,1,0,1,2,3,0,2
5969,UID05969,29,3,2,1,1,0,33,5,27,0,16,15,51
5970,UID05970,22,0,5,8,0,0,79,36,7,0,3,5,25
5971,UID05971,35,1,3,1,0,0,28,9,28,0,12,5,46
5972,UID05972,22,3,9,1,1,0,33,7,22,0,13,14,64
5973,UID05973,0,17,32,116,8,0,2,0,0,0,1,0,2
5974,UID05974,24,0,8,6,0,0,37,7,16,0,15,12,67
5975,UID05975,28,4,3,2,1,0,45,5,25,0,16,17,52
5976,UID05976,125,3,1,0,0,0,12,1,15,0,7,6,3
5977,UID05977,25,1,5,3,16,0,31,3,15,0,24,11,37
5978,UID05978,0,15,32,14,12,2,25,1,0,47,0,0,1
5979,UID05979,0,23,85,26,3,5,0,0,3,4,0,9,4
5980,UID05980,0,75,32,37,12,2,2,0,0,6,2,0,1
5981,UID05981,0,15,24,17,11,4,15,3,0,43,1,0,0
5982,UID05982,153,0,1,0,0,0,17,3,12,0,8,11,7
5983,UID05983,0,149,27,57,10,5,2,0,0,1,2,0,3
5984,UID05984,0,13,39,20,11,5,21,1,1,52,0,0,0
5985,UID05985,18,0,5,27,0,0,15,3,11,0,13,13,80
5986,UID05986,122,5,2,0,0,0,12,2,11,0,10,13,1
5987,UID05987,0,25,32,94,7,2,1,0,2,2,0,0,2
5988,UID05988,0,80,26,42,8,3,4,0,2,5,1,0,5
5989,UID05989,21,0,5,3,0,0,83,37,9,0,4,7,29
5990,UID05990,24,2,7,2,0,0,34,2,23,0,11,6,60
5991,UID05991,113,2,2,0,0,0,13,3,18,0,11,14,2
5992,UID05992,0,23,33,112,9,0,1,0,0,0,2,1,3
5993,UID05993,21,2,4,1,0,0,38,6,16,0,14,7,43
5994,UID05994,0,29,95,27,2,5,0,1,1,5,0,5,0
5995,UID05995,31,1,18,6,0,0,33,4,33,0,12,38,19
5996,UID05996,0,19,24,23,9,6,19,2,0,64,0,0,0
5997,UID05997,29,1,13,5,0,0,16,3,52,0,6,36,21
5998,UID05998,0,52,26,41,45,6,0,0,1,8,2,0,9
5999,UID05999,18,21,2,3,3,18,20,1,11,0,51,7,24
6000,UID06000,23,2,9,2,0,0,86,26,5,0,6,3,19
6001,UID06001,27,5,3,2,16,0,26,2,16,0,17,13,26
6002,UID06002,0,21,26,116,5,1,5,0,1,0,1,0,2
6003,UID06003,0,17,80,26,6,7,1,0,0,2,0,6,2
6004,UID06004,0,18,32,12,4,3,29,1,0,57,1,0,0
6005,UID06005,22,0,9,21,1,0,10,4,21,0,8,19,77
6006,UID06006,0,82,26,49,3,3,0,0,0,5,0,0,0
6007,UID06007,25,0,6,3,0,0,73,33,3,0,5,5,16
6008,UID06008,27,0,6,28,0,0,13,11,16,0,14,10,80
6009,UID06009,0,40,35,38,37,5,0,0,0,4,1,0,2
6010,UID06010,124,2,2,0,0,0,15,0,16,0,5,6,2
6011,UID06011,21,0,6,20,1,0,13,7,13,0,12,16,71
6012,UID06012,21,0,5,4,0,0,76,31,1,0,7,7,21
6013,UID06013,0,16,42,19,7,3,21,1,0,54,0,0,0
6014,UID06014,20,0,6,26,0,0,9,5,18,0,16,13,66
6015,UID06015,0,62,18,5,11,60,0,0,0,0,2,0,0
6016,UID06016,31,1,6,3,1,0,28,4,20,0,11,16,45
6017,UID06017,0,29,87,22,0,4,0,0,1,5,0,6,1
6018,UID06018,0,66,21,6,12,50,0,0,0,0,9,1,0
6019,UID06019,0,62,35,32,15,4,4,0,1,3,4,0,7
6020,UID06020,0,94,32,45,6,2,1,0,0,10,2,0,3
6021,UID06021,0,35,99,23,4,8,1,0,2,5,0,10,1
6022,UID06022,25,1,3,1,1,0,37,4,24,0,16,6,61
6023,UID06023,14,12,3,2,0,11,13,7,8,0,51,2,19
6024,UID06024,25,1,5,23,0,0,9,8,18,0,14,13,72
6025,UID06025,0,28,26,101,16,2,1,0,1,1,1,0,7
6026,UID06026,26,4,5,0,1,0,31,7,15,0,16,16,43
6027,UID06027,19,0,6,15,2,0,8,5,13,0,10,11,76
6028,UID06028,14,12,1,1,1,9,18,4,14,0,47,2,33
6029,UID06029,27,0,7,24,1,0,9,8,14,0,13,13,79
6030,UID06030,0,92,31,37,11,3,1,0,1,3,3,0,3
6031,UID06031,0,35,73,25,8,4,1,0,1,7,0,6,2
6032,UID06032,25,1,4,20,0,0,4,5,8,0,20,12,70
6033,UID06033,0,18,31,26,7,3,21,1,1,51,1,0,0
6034,UID06034,25,5,14,1,0,0,29,5,58,0,11,34,14
6035,UID06035,24,0,17,0,0,0,29,5,44,0,6,27,24
6036,UID06036,24,0,5,17,1,0,11,6,8,0,19,18,57
6037,UID06037,20,20,5,4,0,20,36,15,5,0,48,5,28
6038,UID06038,0,14,27,22,5,3,16,2,0,57,1,1,0
6039,UID06039,0,101,26,51,0,4,1,0,0,7,0,0,6
6040,UID06040,0,60,36,42,10,6,1,0,0,6,0,0,3
6041,UID06041,0,35,75,24,4,4,1,0,0,5,0,8,1
6042,UID06042,20,0,5,15,1,0,9,5,15,0,14,17,74
6043,UID06043,0,27,34,107,8,0,4,0,0,0,0,0,1
6044,UID06044,0,28,83,23,0,4,0,0,2,6,0,8,3
6045,UID06045,0,15,28,15,5,5,24,3,2,55,0,1,2
6046,UID06046,0,37,81,39,4,2,0,0,0,3,0,6,3
6047,UID06047,13,1,4,3,0,0,78,34,4,0,8,4,23
6048,UID06048,0,26,80,29,3,2,1,1,1,3,0,4,2
6049,UID06049,0,18,37,22,8,8,20,0,0,54,0,1,0
6050,UID06050,24,2,7,6,19,0,20,4,15,0,14,13,35
6051,UID06051,14,15,2,3,0,15,25,9,10,0,60,8,24
6052,UID06052,18,16,2,1,0,8,16,5,4,0,50,10,24
6053,UID06053,132,3,1,0,0,0,19,2,8,0,10,10,3
6054,UID06054,66,20,41,17,10,6,1,0,1,0,3,1,1
6055,UID06055,0,48,12,6,16,54,0,0,0,0,7,0,0
6056,UID06056,23,2,16,3,0,0,22,6,50,0,8,38,16
6057,UID06057,119,4,0,0,0,0,16,2,9,0,3,13,2
6058,UID06058,0,25,25,97,7,1,0,0,0,0,2,1,2
6059,UID06059,0,46,23,49,38,2,1,0,0,6,1,0,5
6060,UID06060,13,1,3,0,0,0,35,1,29,0,17,14,73
6061,UID06061,17,0,5,2,0,0,76,39,3,0,5,6,22
6062,UID06062,0,64,12,8,11,72,0,0,0,0,3,0,0
6063,UID06063,26,1,16,3,0,0,28,5,38,0,7,39,15
6064,UID06064,0,15,22,11,7,5,17,0,1,51,0,0,0
6065,UID06065,0,30,64,23,6,7,0,0,3,4,0,9,2
6066,UID06066,0,28,26,115,6,0,1,0,0,0,2,0,5
6067,UID06067,0,15,28,19,7,2,26,5,0,42,1,0,0
6068,UID06068,0,44,19,10,9,60,0,0,0,0,2,0,0
6069,UID06069,0,15,22,20,10,3,29,0,1,51,0,0,0
6070,UID06070,136,6,2,0,0,0,21,0,13,0,8,8,2
6071,UID06071,17,0,10,20,1,0,3,4,13,0,10,10,76
6072,UID06072,61,33,36,24,13,3,1,0,0,0,1,0,0
6073,UID06073,25,3,5,5,14,0,20,2,16,0,18,15,44
6074,UID06074,28,1,3,22,0,0,8,8,7,0,9,22,85
6075,UID06075,0,113,7,38,1,1,0,0,0,0,0,0,6
6076,UID06076,29,1,2,9,13,0,41,5,21,0,18,18,42
6077,UID06077,0,101,23,45,6,5,0,0,0,6,0,0,3
6078,UID06078,21,0,7,2,0,0,81,33,4,0,8,6,18
6079,UID06079,0,22,37,105,6,0,3,0,0,1,1,0,1
6080,UID06080,0,38,101,34,3,3,0,0,1,6,0,4,1
6081,UID06081,0,56,21,6,14,76,0,0,0,0,2,0,0
6082,UID06082,109,1,3,0,0,0,16,4,9,0,13,11,2
6083,UID06083,0,45,24,34,46,3,0,0,0,11,2,0,2
6084,UID06084,17,12,3,4,2,21,23,5,9,0,57,6,36
6085,UID06085,0,73,30,43,19,5,1,0,1,8,2,1,5
6086,UID06086,13,14,4,1,3,16,23,3,12,0,61,14,23
6087,UID06087,0,34,33,117,13,1,3,0,0,2,2,0,4
6088,UID06088,0,40,84,16,4,3,1,0,1,4,0,10,3
6089,UID06089,13,1,4,1,0,0,97,34,3,0,8,7,21
6090,UID06090,0,50,86,17,6,7,0,0,0,7,0,7,3
6091,UID06091,25,3,2,1,0,0,33,2,21,0,17,11,45
6092,UID06092,0,28,32,104,15,1,3,0,1,0,4,0,1
6093,UID06093,12,13,3,4,1,19,35,7,22,0,50,12,31
6094,UID06094,22,0,6,3,0,0,84,32,0,0,5,4,28
6095,UID06095,0,79,30,46,12,5,1,0,2,3,1,0,1
6096,UID06096,0,73,33,33,13,1,4,0,1,10,2,0,6
6097,UID06097,13,9,1,3,0,17,22,8,11,0,50,13,20
6098,UID06098,0,66,20,7,9,62,0,0,0,0,3,0,0
6099,UID06099,17,2,0,2,1,0,36,3,16,0,23,17,45
6100,UID06100,0,49,10,10,9,49,0,0,0,0,4,1,0
6101,UID06101,66,16,41,17,15,3,0,0,1,0,1,0,4
6102,UID06102,28,3,7,1,1,0,30,12,23,0,15,16,61
6103,UID06103,0,16,34,22,10,7,29,4,0,62,0,1,0
6104,UID06104,0,37,77,26,5,1,0,0,0,7,0,10,2
6105,UID06105,25,2,5,2,19,0,21,7,18,0,11,17,23
6106,UID06106,0,24,30,115,8,0,0,0,0,1,1,0,2
6107,UID06107,0,20,30,15,11,2,25,3,1,48,3,0,0
6108,UID06108,61,25,32,27,6,2,0,0,0,0,3,0,1
6109,UID06109,24,0,8,25,0,0,11,8,19,0,14,13,68
6110,UID06110,145,7,1,0,0,0,8,4,9,0,10,8,5
6111,UID06111,32,2,10,2,0,0,25,6,21,0,15,6,50
6112,UID06112,18,0,2,7,0,0,93,32,4,0,7,9,30
6113,UID06113,32,0,17,3,1,0,25,2,39,0,6,38,17
6114,UID06114,16,0,12,14,1,0,8,6,20,0,8,8,80
6115,UID06115,0,49,33,31,44,3,0,0,1,3,4,0,2
6116,UID06116,0,76,27,5,7,54,0,0,0,0,5,0,0
6117,UID06117,0,54,40,32,38,6,0,0,0,3,0,0,1
6118,UID06118,21,3,1,1,1,0,37,4,22,0,13,11,61
6119,UID06119,0,33,40,39,45,11,1,0,0,4,2,0,0
6120,UID06120,21,1,5,6,16,0,28,6,16,0,13,12,33
6121,UID06121,29,3,6,7,17,0,27,6,14,0,8,19,33
6122,UID06122,31,1,17,2,0,0,29,8,51,0,7,39,19
6123,UID06123,68,14,34,22,13,3,1,0,2,0,3,0,3
6124,UID06124,55,24,37,15,11,4,4,0,0,0,0,0,3
6125,UID06125,15,2,7,4,8,0,20,6,11,0,18,16,31
6126,UID06126,0,76,25,6,15,70,0,0,0,0,5,1,0
6127,UID06127,71,22,29,19,16,10,4,0,0,0,4,0,1
6128,UID06128,23,5,6,3,22,0,23,4,14,0,24,14,29
6129,UID06129,0,58,35,41,10,9,1,0,0,6,1,0,4
6130,UID06130,0,36,40,51,46,6,0,0,0,5,0,0,2
6131,UID06131,34,0,4,12,0,0,14,6,8,0,10,17,58
6132,UID06132,0,13,30,90,10,1,1,0,0,1,1,0,4
6133,UID06133,11,0,3,2,0,0,38,0,25,0,8,15,62
6134,UID06134,20,1,3,16,0,0,20,9,15,0,19,16,65
6135,UID06135,30,3,7,5,13,0,22,2,18,0,14,13,28
6136,UID06136,24,0,3,3,0,0,83,38,3,0,8,9,31
6137,UID06137,63,18,39,17,13,3,1,0,0,0,3,1,0
6138,UID06138,20,3,19,2,0,0,21,6,52,0,6,32,33
6139,UID06139,0,76,32,46,15,7,0,0,1,6,1,0,1
6140,UID06140,25,1,7,4,14,0,22,3,16,0,24,11,41
6141,UID06141,27,1,15,0,1,0,23,2,42,0,10,35,13
6142,UID06142,0,73,29,39,15,8,2,0,1,2,1,0,6
6143,UID06143,23,2,5,2,0,0,77,42,6,0,7,5,29
6144,UID06144,0,77,41,47,14,4,1,0,0,5,2,0,0
6145,UID06145,0,35,72,28,1,6,0,0,0,7,0,9,3
6146,UID06146,22,0,7,4,0,0,96,33,2,0,6,6,30
6147,UID06147,0,15,32,139,9,0,2,0,0,0,1,0,1
6148,UID06148,28,0,7,25,1,0,13,9,14,0,16,18,62
6149,UID06149,0,24,87,28,5,6,0,0,2,5,0,7,1
6150,UID06150,22,0,1,4,0,0,72,37,4,0,3,3,20
6151,UID06151,25,2,4,2,0,0,40,3,25,0,20,19,52
6152,UID06152,0,56,20,8,6,68,0,0,0,0,7,1,0
6153,UID06153,24,1,6,6,14,0,22,4,19,0,17,13,34
6154,UID06154,0,16,30,27,11,7,15,0,0,42,2,0,0
6155,UID06155,0,64,26,1,17,48,0,0,0,0,3,0,0
6156,UID06156,0,34,98,31,0,4,0,0,1,6,0,11,2
6157,UID06157,22,0,1,25,1,0,11,0,15,0,14,20,73
6158,UID06158,0,22,18,103,13,0,2,0,0,0,2,0,3
6159,UID06159,26,1,2,2,0,0,34,6,28,0,27,6,71
6160,UID06160,0,90,33,36,9,8,2,0,0,7,2,1,3
6161,UID06161,19,0,2,23,0,0,7,6,12,0,11,11,79
6162,UID06162,16,0,3,1,0,0,89,37,2,0,6,2,25
6163,UID06163,0,71,32,44,7,8,0,0,1,8,1,0,3
6164,UID06164,29,1,7,19,2,0,9,7,13,0,8,17,61
6165,UID06165,15,22,3,4,1,26,21,5,14,0,58,6,30
6166,UID06166,0,93,26,69,5,4,1,0,0,9,0,0,3
6167,UID06167,22,0,9,4,0,0,18,3,46,0,5,39,27
6168,UID06168,0,22,76,29,4,2,0,0,0,6,0,8,2
6169,UID06169,21,0,7,27,1,0,6,9,12,0,11,9,90
6170,UID06170,0,5,30,15,7,7,23,1,0,57,1,0,0
6171,UID06171,0,33,95,24,4,6,0,0,0,4,0,4,1
6172,UID06172,17,0,5,15,0,0,8,3,14,0,10,10,74
6173,UID06173,26,1,11,6,23,0,26,4,12,0,12,10,39
6174,UID06174,19,1,18,3,0,0,28,5,48,0,7,33,25
6175,UID06175,19,0,7,1,0,0,79,32,3,0,5,6,15
6176,UID06176,20,4,24,2,0,0,21,6,35,0,10,36,16
6177,UID06177,18,0,5,14,1,0,17,7,12,0,13,13,78
6178,UID06178,0,81,27,40,11,3,2,0,0,7,2,0,2
6179,UID06179,14,1,6,3,0,0,96,45,6,0,5,8,30
6180,UID06180,26,0,5,28,1,0,12,3,18,0,13,14,87
6181,UID06181,14,13,6,6,0,24,28,10,9,0,49,6,28
6182,UID06182,0,95,26,46,10,4,3,0,1,5,1,0,1
6183,UID06183,0,24,24,110,8,0,1,0,1,0,1,0,3
6184,UID06184,28,0,9,23,2,0,11,4,11,0,6,11,83
6185,UID06185,30,4,1,4,0,0,24,5,30,0,16,10,65
6186,UID06186,10,2,3,2,0,0,38,1,20,0,4,8,67
6187,UID06187,0,33,41,95,6,1,2,0,0,0,1,0,1
6188,UID06188,16,18,1,6,0,17,30,5,5,0,42,4,31
6189,UID06189,31,0,4,24,2,0,17,5,14,0,10,10,64
6190,UID06190,71,20,32,27,10,5,2,0,0,0,3,0,2
6191,UID06191,14,8,3,4,2,24,32,1,16,0,50,7,17
6192,UID06192,14,12,5,1,1,21,23,9,13,0,54,9,33
6193,UID06193,11,0,8,5,0,0,96,39,2,0,6,3,19
6194,UID06194,0,25,25,106,7,0,3,0,1,0,1,0,2
6195,UID06195,24,1,19,4,0,0,20,7,44,0,4,39,16
6196,UID06196,0,21,25,131,8,1,2,0,0,1,1,0,1
6197,UID06197,0,52,42,30,59,1,0,0,0,4,1,0,1
6198,UID06198,16,12,3,4,2,23,37,7,10,0,44,5,25
6199,UID06199,140,3,1,0,0,0,13,0,10,0,9,10,1
6200,UID06200,126,1,1,0,0,0,18,0,10,0,6,10,5
6201,UID06201,16,0,5,28,0,0,6,6,10,0,13,12,66
6202,UID06202,0,43,30,47,52,6,1,0,0,3,1,0,1
6203,UID06203,117,1,3,0,1,0,12,2,17,0,13,15,4
6204,UID06204,0,72,40,38,11,6,2,0,2,3,3,0,3
6205,UID06205,57,29,45,21,7,3,6,0,0,0,1,0,1
6206,UID06206,126,1,1,0,0,0,13,1,13,0,6,6,0
6207,UID06207,34,1,9,2,0,0,34,3,25,0,15,13,51
6208,UID06208,0,23,30,104,6,1,2,0,0,2,1,0,0
6209,UID06209,15,1,4,5,16,0,23,1,17,0,23,16,29
6210,UID06210,0,10,44,14,11,7,21,1,1,62,1,0,0
6211,UID06211,0,30,79,16,5,6,0,0,1,4,0,13,5
6212,UID06212,21,0,3,22,1,0,9,5,14,0,17,17,80
6213,UID06213,59,23,40,21,5,4,2,0,0,0,4,0,0
6214,UID06214,22,1,4,4,19,0,28,2,9,0,17,12,33
6215,UID06215,20,12,4,3,1,26,23,4,11,0,31,6,35
6216,UID06216,118,5,1,0,0,0,13,3,11,0,14,15,3
6217,UID06217,54,25,44,18,14,3,2,0,0,0,1,0,3
6218,UID06218,32,1,2,3,1,0,41,8,21,0,15,7,56
6219,UID06219,22,0,17,1,0,0,19,5,43,0,9,36,15
6220,UID06220,33,4,8,5,1,0,37,6,22,0,19,6,51
6221,UID06221,0,20,37,21,9,4,16,2,0,53,1,2,0
6222,UID06222,0,18,24,126,8,0,3,0,0,0,1,0,2
6223,UID06223,31,4,5,2,1,0,32,8,15,0,15,6,52
6224,UID06224,127,3,2,0,0,0,11,2,20,0,7,11,3
6225,UID06225,21,0,6,14,0,0,5,3,16,0,9,15,62
6226,UID06226,59,26,34,29,13,3,3,0,2,0,1,0,2
6227,UID06227,25,4,15,3,0,0,16,5,60,0,16,45,17
6228,UID06228,16,0,10,4,0,0,77,30,3,0,6,6,22
6229,UID06229,0,48,26,32,36,9,0,0,1,6,1,0,0
6230,UID06230,0,67,39,39,14,4,2,0,0,9,2,0,2
6231,UID06231,0,46,31,37,50,4,0,0,0,2,2,0,2
6232,UID06232,0,14,36,19,7,4,32,0,0,67,1,0,0
6233,UID06233,56,21,38,21,9,3,4,0,0,0,0,0,2
6234,UID06234,16,2,3,0,1,0,32,4,15,0,10,14,66
6235,UID06235,0,54,33,36,56,6,0,0,1,5,0,0,2
6236,UID06236,21,0,13,2,0,0,26,2,41,0,8,44,23
6237,UID06237,21,3,4,3,0,0,27,6,27,0,15,10,48
6238,UID06238,12,2,0,0,0,0,40,5,17,0,10,16,68
6239,UID06239,0,85,31,35,8,1,1,0,0,9,0,0,4
6240,UID06240,70,23,32,23,18,3,4,0,0,0,0,0,5
6241,UID06241,20,0,6,23,1,0,11,5,12,0,12,12,62
6242,UID06242,20,18,1,2,1,23,19,4,17,0,44,10,23
6243,UID06243,0,19,38,110,7,3,5,0,0,0,0,0,0
6244,UID06244,26,1,17,4,0,0,21,3,34,0,7,37,19
6245,UID06245,0,40,28,57,37,4,0,0,0,3,1,0,3
6246,UID06246,25,3,4,2,0,0,27,5,20,0,10,8,61
6247,UID06247,24,0,3,21,1,0,13,2,12,0,4,15,64
6248,UID06248,0,62,39,33,8,2,4,0,0,5,2,0,3
6249,UID06249,30,2,4,2,0,0,26,10,28,0,20,18,49
6250,UID06250,27,3,7,22,0,0,17,9,13,0,14,13,62
6251,UID06251,0,18,24,111,9,0,4,0,1,0,3,0,0
6252,UID06252,0,12,31,21,10,2,20,2,1,54,0,0,0
6253,UID06253,22,0,17,6,0,0,24,3,40,0,10,33,19
6254,UID06254,131,3,2,0,0,0,12,2,13,0,8,10,8
6255,UID06255,56,30,28,26,11,6,2,0,0,0,2,1,1
6256,UID06256,21,0,6,3,2,0,32,4,27,0,18,10,51
6257,UID06257,0,39,32,40,37,4,0,0,0,1,1,0,1
6258,UID06258,122,4,3,0,0,0,9,1,13,0,5,10,6
6259,UID06259,0,50,34,32,35,3,0,0,1,7,1,0,4
6260,UID06260,0,35,95,22,5,5,0,0,1,4,0,10,0
6261,UID06261,12,2,0,1,0,0,28,4,20,0,4,7,59
6262,UID06262,0,22,33,22,9,6,18,0,1,37,1,0,0
6263,UID06263,117,6,0,0,0,0,13,0,16,0,8,10,3
6264,UID06264,0,50,29,42,47,5,0,0,0,4,0,0,1
6265,UID06265,30,0,9,19,0,0,10,9,15,0,14,10,69
6266,UID06266,10,0,4,6,0,0,76,34,2,0,8,5,22
6267,UID06267,0,59,16,6,10,65,0,0,1,0,3,1,0
6268,UID06268,15,1,5,2,0,0,30,4,24,0,17,18,58
6269,UID06269,17,0,3,3,1,0,19,2,18,0,11,13,74
6270,UID06270,63,20,38,19,16,5,4,0,0,0,1,0,2
6271,UID06271,22,0,3,2,0,0,30,4,32,0,11,10,55
6272,UID06272,0,23,27,115,9,1,2,0,0,0,1,0,4
6273,UID06273,124,2,1,0,0,0,12,0,16,0,7,14,3
6274,UID06274,23,0,7,25,0,0,14,10,16,0,17,12,83
6275,UID06275,23,0,3,4,21,0,28,5,14,0,16,15,38
6276,UID06276,27,1,16,4,0,0,29,4,38,0,5,38,24
6277,UID06277,0,83,40,43,7,4,1,0,0,5,2,0,2
6278,UID06278,0,52,42,34,40,6,0,0,1,2,0,0,2
6279,UID06279,0,44,86,17,2,6,0,0,2,6,0,13,1
6280,UID06280,0,31,24,95,7,0,0,0,0,0,2,0,2
6281,UID06281,138,1,2,0,0,0,12,2,13,0,9,10,4
6282,UID06282,27,0,20,4,0,0,21,8,49,0,10,42,20
6283,UID06283,17,1,7,5,0,0,75,42,1,0,3,3,28
6284,UID06284,0,23,31,106,7,0,3,0,0,0,0,0,1
6285,UID06285,0,32,29,107,8,2,2,0,0,0,2,0,4
6286,UID06286,142,0,1,0,0,0,13,1,9,0,6,12,1
6287,UID06287,0,27,24,117,8,1,2,0,0,2,2,0,1
6288,UID06288,26,0,7,17,0,0,7,4,12,0,10,17,70
6289,UID06289,0,20,27,103,10,2,2,0,0,0,5,0,2
6290,UID06290,20,2,7,0,1,0,85,36,4,0,6,5,26
6291,UID06291,24,1,13,26,0,0,10,3,11,0,11,14,70
6292,UID06292,0,74,18,5,7,67,0,0,0,0,4,0,0
6293,UID06293,0,48,27,41,48,8,0,0,1,9,1,0,1
6294,UID06294,0,55,30,48,41,7,0,0,1,4,2,0,4
6295,UID06295,29,3,4,1,0,0,27,9,20,0,14,8,50
6296,UID06296,22,2,11,7,13,0,35,5,11,0,23,16,39
6297,UID06297,0,35,95,31,5,3,0,0,2,3,0,8,2
6298,UID06298,0,23,30,20,8,3,18,3,0,53,1,0,0
6299,UID06299,0,50,45,39,40,4,0,0,0,2,3,0,4
